0.05747,0.054351,0.058983,0.052858,0.057498,0.057655,0.061969,2.6315,0.49061,4.7014,0.11455
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.057738,0.059784,0.070164,0.058389,0.062463,0.059204,0.064032,2.6564,0.50457,4.7614,0.11459
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.044646,0.053254,0.074444,0.058692,0.05405,0.060414,0.045568,1.4994,0.38701,3.2598,0.07054
